CountryName,CountryCode,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
East Asia & Pacific,EAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (excluding high income),EAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),TEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecuador,ECU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4448108673096,30.7191200256348,30.274040222168,29.9419803619385,29.6150398254395,28.9362697601318,NA,26.3753204345703,24.9022998809814,24.5681495666504,NA,15.4676399230957,14.0887298583984,13.7430095672607,7.96239995956421,0.438490003347397,NA,NA,NA,2.29663991928101,3.04422998428345,2.63419008255005,0.850489974021912,0.0562499985098839,NA
"Egypt, Arab Rep.",EGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0035400390625,NA,NA,NA,NA,NA,NA,NA,NA,18.9973907470703,19.8533096313477,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3957901000977,NA,13.5047798156738,14.0051898956299,13.5866298675537,11.8722801208496,9.56847953796387,5.1420202255249,NA
El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6207695007324,20.424560546875,15.7025604248047,NA,NA,5.83289003372192,11.4960498809814,10.0076398849487,10.045729637146,9.40211963653564,NA,NA,NA,NA,NA,12.7532997131348,16.8007698059082,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5480308532715,42.9569091796875,NA,43.5958290100098,NA,44.0360717773438,40.2523918151855,42.4227409362793,40.5436515808105,38.3623313903809,42.0077209472656,42.104679107666,43.8742485046387,45.1373100280762,43.7719917297363,46.4000816345215,47.3944702148438,49.1222190856934,49.4115104675293,51.3449211120605,50.4239692687988,48.3081016540527,NA,45.066520690918,44.5294799804688,45.0225982666016,NA,NA,NA
Estonia,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5417799949646,1.2082200050354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44716000556946,1.92716002464294,2.19084000587463,2.29592990875244,2.09716010093689,1.99109995365143,2.10405993461609,2.0073299407959,NA
Eswatini,SWZ,51.2724189758301,47.7797203063965,NA,40.8558616638184,41.3994483947754,41.8376998901367,39.5006904602051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.016900062561,12.8589200973511,8.82868003845215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3864974975586,74.1180114746094,71.9484786987305,69.6282577514648,67.7100982666016,65.0083770751953,61.3583183288574,56.1620407104492,52.7462882995605,49.7505416870117,48.5487289428711,44.956859588623,44.7956390380859,41.7317581176758,NA,48.1774787902832,49.0358200073242,NA,NA,NA,NA,NA,NA,49.8982162475586
Euro area,EMU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe & Central Asia,ECS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe & Central Asia (excluding high income),ECA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe & Central Asia (IDA & IBRD countries),TEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,EUU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,FRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,FJI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772339999675751,9.81709003448486,11.4673204421997,9.06818008422852,26.3784599304199,7.40719985961914,NA,2.99201989173889,3.17414999008179,NA,5.88234996795654,NA,5.25509977340698,5.81849002838135,4.08100175857544,NA,NA,5.32666730880737,NA,NA,NA,NA,NA,20.4445209503174
Finland,FIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37007999420166,NA,0.656199991703033,0.858269989490509,0.48047998547554,0.768069982528687,0.782620012760162,0.636659979820251,0.64995002746582,0.47613999247551,0.629050016403198,0.593119978904724,0.830299973487854,0.738359987735748,0.848590016365051,0.954890012741089,1.0010199546814,1.20555996894836,1.17136001586914,0.80883002281189,0.622770011425018,0.719240009784698,0.788839995861053,1.10999000072479,1.28675997257233,NA
Fragile and conflict affected situations,FCS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,FRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74442005157471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85555982589722,5.14886999130249,5.47461986541748,5.46230983734131,5.50719022750854,0.711820006370544,0.838190019130707,1.11045002937317,0.784330010414124,0.68215000629425,0.564689993858337,1.38039004802704,1.47848999500275,1.65231001377106,2.39661002159119,1.88189995288849,1.49500000476837,1.17570996284485,0.958540022373199,0.625020027160645,0.0718899965286255,NA,NA
French Polynesia,PYF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5644607543945,NA,NA,NA
"Gambia, The",GMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0333213806152,40.4892807006836,36.2686882019043,NA,32.8869209289551,NA,40.9199371337891,33.2126693725586,34.5287132263184,31.9453735351562,31.6001396179199,28.8248710632324,24.099178314209,23.0713996887207,20.928394317627,18.8780536651611,16.9366111755371
Georgia,GEO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8588008880615,16.2731895446777,NA,NA,NA,NA,NA,NA,NA,9.50263977050781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,DEU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83439004421234,1.77017998695374,1.45701003074646,1.16266000270844,1.08289003372192,0.954840004444122,0.938920021057129,0.79491001367569,1.07539999485016,2.19080996513367,0.432080000638962,0.564939975738525,0.538800001144409,0.824940025806427,1.53788995742798,1.12238001823425,1.00301003456116,1.00802004337311,0.973959982395172,0.13900999724865,NA
Ghana,GHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.046989440918,46.5593299865723,46.3459701538086,41.8074798583984,40.8632202148438,NA,29.3328399658203,21.5354690551758,23.569299697876,20.2228298187256,19.269359588623,NA,NA,NA,16.2166996002197,18.0645694732666,14.2853498458862,16.9964294433594,17.0841293334961,20.4680690765381,14.8875198364258,12.8048496246338,9.20143985748291,NA
Gibraltar,GIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,GRC,NA,32.3543395996094,30.1788005828857,29.1573390960693,27.3615398406982,26.5154705047607,22.1345100402832,21.0752792358398,18.8878593444824,12.5343904495239,NA,7.96894979476929,NA,9.30165958404541,8.93953990936279,7.92980003356934,5.97490978240967,6.38746023178101,6.2774600982666,NA,5.68259000778198,6.16898012161255,NA,11.0131196975708,NA,9.38218975067139,5.15361022949219,4.19776010513306,3.52225995063782,3.62392997741699,2.73513007164001,2.05070996284485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02885007858276,7.68710994720459,5.11932992935181,4.91201019287109,3.57677006721497,3.33899998664856,2.47967004776001,2.66795992851257,1.76267004013062,NA
Greenland,GRL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,GRD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74279022216797,22.3283405303955,8.15565013885498,12.0367803573608,NA,NA,NA,NA,NA,NA,NA,5.51012992858887,9.42910003662109,0.952380955219269,NA,NA,NA,NA,NA,NA,NA
Guam,GUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,GTM,NA,76.4722290039062,NA,74.3865280151367,73.5224227905273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4690284729004,50.3171882629395,45.3590202331543,44.9355506896973,NA,NA,NA,NA,NA,33.1860618591309,27.9953899383545,23.2209491729736,26.8874092102051,30.8591403961182,31.0875091552734,30.8358097076416,30.941780090332,33.4470710754395,34.9486198425293,34.0153198242188,NA,35.8087196350098,35.9575309753418,39.1163711547852
Guinea,GIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.8274917602539,NA,NA,90.6993179321289,91.008186340332,NA,NA,NA,NA,NA,NA,NA,NA,81.2375030517578,NA,77.2603073120117,73.5823593139648,NA,69.6419677734375,65.8551712036133,63.6305313110352,NA,NA,NA,59.9862899780273,61.2946090698242,60.1138229370117,59.498664855957,59.32080078125,60.7428398132324,60.722484588623,NA,58.9938201904297,58.5651664733887,59.142448425293,58.8965950012207,NA
Guinea-Bissau,GNB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5944595336914,93.979248046875,NA,93.0550537109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5317993164062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,14.0923595428467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.61889982223511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,HTI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heavily indebted poor countries (HIPC),HPC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
High income,HIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,HND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6379699707031,NA,32.2057838439941,35.8585815429688,38.5988121032715,38.9747505187988,39.9579277038574,41.4570198059082,42.4997215270996,44.1767921447754,NA
"Hong Kong SAR, China",HKG,NA,NA,NA,NA,NA,NA,28.7358493804932,26.288610458374,22.3202896118164,20.7583904266357,17.1490802764893,NA,11.7570104598999,10.9562702178955,10.6854696273804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3317403793335,NA,NA,NA,NA,8.84062004089355,8.15622997283936,4.28549003601074,5.00565004348755,5.37725019454956,6.33198022842407,4.45952987670898,3.80628991127014,2.02991008758545,NA,NA,NA,NA,NA,NA,4.34993982315063,2.61311006546021,5.85731983184814,9.1074800491333,9.03794956207275,NA,NA
Hungary,HUN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34046983718872,4.73919010162354,4.13273000717163,3.54524993896484,0.624029994010925,NA,NA,NA,NA,NA,NA,NA,NA,0.370869994163513,NA,1.12049996852875,1.64902997016907,1.97398996353149,2.50483989715576,2.91561007499695,3.24003005027771,3.95286011695862,4.56297016143799,4.74211978912354,5.45304012298584,NA
IBRD only,IBD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iceland,ISL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99124002456665,0.953840017318726,0.906910002231598,NA,0.765269994735718,1.24505996704102,0.664699971675873,1.10148000717163,0.94242000579834,0.611259996891022,1.01664996147156,0.8505499958992,1.05754005908966,0.957759976387024,0.992590010166168,1.13442003726959,1.20501005649567,0.859600007534027,0.717700004577637,0.920149981975555,0.738349974155426,1.07429003715515,1.10364997386932,NA
IDA & IBRD total,IBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDA blend,IDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDA only,IDX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDA total,IDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8484296798706,NA,NA,NA,NA,NA,NA,12.5462856292725,11.8118028640747,12.274956703186
Indonesia,IDN,NA,66.4537734985352,NA,65.2607879638672,65.5160369873047,63.9138984680176,NA,60.6094093322754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5456085205078,NA,NA,NA,NA,NA,25.9394302368164,25.0898399353027,19.2790508270264,16.9197597503662,19.125129699707,21.2720508575439,13.3085699081421,17.7815208435059,15.8580904006958,15.0813903808594,13.8560695648193,11.3434200286865,9.89980983734131,7.4832501411438,NA,NA,NA,8.47729969024658,NA,NA,1.91994595527649,2.00498986244202
"Iran, Islamic Rep.",IRN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12094974517822,8.51920986175537,NA,NA,6.25856018066406,NA,NA
Iraq,IRQ,NA,NA,NA,NA,69.0596313476562,70.167106628418,65.7040634155273,62.038818359375,55.7674713134766,51.9688301086426,48.2929306030273,NA,NA,NA,47.4429893493652,NA,49.6768608093262,51.2821617126465,51.462230682373,NA,NA,NA,52.5125999450684,NA,NA,NA,NA,NA,62.0834999084473,60.1818313598633,NA,NA,52.5910606384277,51.1251411437988,NA,NA,43.2595291137695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,IRL,7.5142297744751,7.79165983200073,3.99994993209839,3.06981992721558,1.51682996749878,0.699959993362427,0.702430009841919,1.48457002639771,NA,NA,NA,0.547540009021759,NA,NA,NA,NA,NA,NA,NA,NA,1.05552995204926,0.80716997385025,NA,NA,NA,NA,0.253710001707077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isle of Man,IMN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33940994739532,1.5587500333786,1.45071005821228,1.8236700296402,1.54732000827789,2.51092004776001,2.80364990234375,3.51309990882874,4.16179990768433,2.06298995018005,2.13497996330261,1.87268996238708,1.85460996627808,2.19360995292664,2.31716990470886,2.57209992408752,2.37319993972778,2.73702001571655,3.1793999671936,3.26235008239746,3.45627999305725,3.33558011054993,NA
Italy,ITA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38170000910759,0.630299985408783,0.893459975719452,1.0759299993515,1.2404899597168,1.23255002498627,1.25522005558014,1.24827003479004,1.26421999931335,1.39974999427795,NA
Jamaica,JAM,NA,NA,NA,NA,NA,2.20669007301331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.461540222168,17.527229309082,19.2209205627441,17.284969329834,15.1573801040649,9.44834995269775,9.26667022705078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0294799804688,16.2154006958008
Japan,JPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,JOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9296703338623,10.6854801177979,NA,11.164870262146,11.5890102386475,13.2373895645142,15.9927701950073,13.9542503356934,NA,18.446870803833,NA,NA,20.2103805541992,NA,18.6007308959961,21.7353591918945,NA,NA,30.7045307159424,30.3559799194336,29.5161800384521,29.3558006286621,27.7059097290039,26.7560501098633
Kazakhstan,KAZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98954999446869,NA,4.58187007904053,4.6844801902771,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27154779434204,0.469828635454178,0.814596772193909,0.643152236938477,1.8867164850235,1.43074715137482,1.94721496105194,3.43598747253418,2.78120708465576,2.4999418258667
Kenya,KEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2907400131226,NA,13.7080497741699,7.68023014068604,6.93108987808228,4.4069299697876,5.42640018463135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,KIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.861780166626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",PRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,50.2386093139648,47.0644111633301,44.1995811462402,40.2785987854004,39.6872100830078,35.9577598571777,32.7557411193848,31.9805107116699,24.3560600280762,19.6967296600342,16.1723308563232,NA,NA,18.1870899200439,15.9891004562378,13.2864799499512,NA,NA,11.2917499542236,NA,6.42753982543945,10.8084602355957,NA,NA,NA,1.41586005687714,7.13942003250122,5.00633001327515,3.93368005752563,0.1944600045681,NA,1.12270998954773,2.32928991317749,2.18144011497498,1.78996002674103,0.841690003871918,0.55664998292923,2.45700001716614,NA,NA,NA,NA,NA,NA,2.795490026474,3.70935988426208,3.75139999389648,NA,0.554069995880127,2.28305006027222,1.1457200050354,NA
Kosovo,XKX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
